date	sentiment	detailSentiment	subjectivity	detailSubjectivity	numWords	numSentences	numNouns
2017-07-31	neutral	neutral	objective	veryobjective	16	4	4
2017-07-31	neutral	neutral	objective	veryobjective	15	3	3
2017-07-31	neutral	neutral	objective	veryobjective	16	4	4
2017-07-31	neutral	neutral	objective	veryobjective	16	5	5
2017-07-31	neutral	neutral	objective	veryobjective	32	7	7
2017-07-31	neutral	neutral	objective	veryobjective	14	2	2
2017-07-31	neutral	neutral	neutral	neutral	14	5	5
2017-07-31	neutral	neutral	neutral	neutral	12	3	3
2017-07-31	neutral	neutral	objective	veryobjective	17	4	4
2017-07-31	positive	positive	neutral	neutral	24	6	6
2017-07-31	neutral	neutral	objective	veryobjective	16	1	1
2017-07-31	neutral	neutral	objective	veryobjective	14	3	3
2017-07-31	neutral	neutral	objective	veryobjective	14	3	3
2017-07-31	neutral	neutral	objective	veryobjective	14	4	4
2017-07-31	neutral	neutral	objective	objective	35	7	7
2017-07-31	neutral	neutral	objective	veryobjective	14	4	4
2017-07-31	positive	positive	subjective	subjective	15	3	3
2017-07-31	positive	positive	subjective	subjective	23	5	5
2017-07-31	neutral	neutral	objective	veryobjective	12	3	3
2017-07-31	neutral	neutral	objective	veryobjective	21	8	8
2017-07-31	positive	positive	subjective	verysubjective	16	4	4
2017-07-31	neutral	neutral	objective	veryobjective	9	2	2
2017-07-31	neutral	neutral	objective	veryobjective	18	5	5
2017-07-31	neutral	neutral	objective	objective	30	7	7
2017-07-31	neutral	neutral	objective	veryobjective	17	3	3
2017-07-31	neutral	neutral	objective	veryobjective	15	5	5
2017-07-31	neutral	neutral	objective	veryobjective	29	5	5
2017-07-31	neutral	neutral	objective	veryobjective	28	5	5
2017-07-31	neutral	neutral	objective	veryobjective	16	4	4
2017-07-31	neutral	neutral	objective	veryobjective	22	5	5
2017-07-31	neutral	neutral	neutral	neutral	25	6	6
2017-07-31	neutral	neutral	objective	veryobjective	24	7	7
2017-07-31	neutral	neutral	objective	veryobjective	15	5	5
2017-07-31	neutral	neutral	objective	veryobjective	15	5	5
2017-07-31	neutral	neutral	subjective	subjective	22	4	4
2017-07-31	neutral	neutral	objective	veryobjective	17	7	7
2017-07-31	neutral	neutral	objective	veryobjective	17	7	7
2017-07-31	neutral	neutral	objective	veryobjective	16	4	4
2017-07-31	neutral	neutral	objective	veryobjective	16	4	4
2017-07-31	neutral	neutral	neutral	neutral	19	6	6
2017-07-31	neutral	neutral	neutral	neutral	24	6	6
2017-07-31	neutral	neutral	neutral	neutral	36	6	6
2017-07-31	neutral	neutral	neutral	neutral	37	7	7
2017-07-31	neutral	neutral	neutral	neutral	36	7	7
2017-07-31	neutral	neutral	neutral	neutral	36	6	6
2017-07-31	neutral	neutral	objective	objective	12	4	4
2017-07-31	neutral	neutral	objective	objective	12	3	3
2017-07-31	neutral	neutral	objective	objective	15	3	3
2017-07-31	neutral	neutral	objective	veryobjective	12	4	4
2017-07-31	neutral	neutral	objective	objective	17	4	4
2017-07-31	neutral	neutral	objective	objective	15	3	3
2017-07-31	neutral	neutral	objective	objective	15	3	3
2017-07-31	neutral	neutral	objective	veryobjective	19	5	5
2017-07-31	positive	positive	objective	objective	34	12	12
2017-07-31	neutral	neutral	neutral	neutral	25	6	6
2017-07-31	neutral	neutral	objective	veryobjective	24	7	7
2017-07-31	neutral	neutral	objective	veryobjective	24	8	8
2017-07-31	neutral	neutral	objective	veryobjective	24	7	7
2017-07-31	neutral	neutral	objective	objective	23	7	7
2017-07-31	neutral	neutral	objective	objective	17	1	1
2017-07-31	neutral	neutral	objective	veryobjective	30	5	5
2017-07-31	positive	positive	objective	veryobjective	13	3	3
2017-07-30	positive	positive	neutral	neutral	14	2	2
2017-07-30	positive	positive	neutral	neutral	11	2	2
2017-07-30	positive	positive	objective	veryobjective	16	5	5
2017-07-30	neutral	neutral	objective	veryobjective	17	5	5
2017-07-30	neutral	neutral	objective	veryobjective	17	4	4
2017-07-30	neutral	neutral	objective	objective	20	7	7
2017-07-30	neutral	neutral	objective	objective	22	6	6
2017-07-30	neutral	neutral	neutral	neutral	25	3	3
2017-07-30	neutral	neutral	objective	veryobjective	17	4	4
2017-07-30	positive	positive	neutral	neutral	23	5	5
2017-07-30	neutral	neutral	objective	veryobjective	7	1	1
2017-07-30	neutral	neutral	objective	veryobjective	13	2	2
2017-07-30	neutral	neutral	objective	veryobjective	3	1	1
2017-07-30	neutral	neutral	subjective	subjective	23	3	3
2017-07-30	neutral	neutral	objective	veryobjective	27	4	4
2017-07-30	neutral	neutral	objective	veryobjective	15	4	4
2017-07-30	negative	verynegative	subjective	verysubjective	17	3	3
2017-07-30	neutral	neutral	objective	veryobjective	18	3	3
2017-07-30	neutral	neutral	objective	veryobjective	21	4	4
2017-07-30	positive	verypositive	objective	objective	18	3	3
2017-07-30	neutral	neutral	objective	veryobjective	21	5	5
2017-07-30	neutral	neutral	neutral	neutral	22	5	5
2017-07-30	neutral	neutral	objective	veryobjective	14	3	3
2017-07-30	neutral	neutral	neutral	neutral	17	3	3
2017-07-30	neutral	neutral	neutral	neutral	17	3	3
2017-07-30	neutral	neutral	objective	veryobjective	18	7	7
2017-07-30	neutral	neutral	objective	veryobjective	16	5	5
2017-07-30	neutral	neutral	objective	veryobjective	20	6	6
2017-07-30	neutral	neutral	objective	veryobjective	18	5	5
2017-07-30	positive	positive	neutral	neutral	24	5	5
2017-07-30	neutral	neutral	neutral	neutral	25	6	6
2017-07-30	positive	positive	subjective	verysubjective	13	6	6
2017-07-30	positive	positive	neutral	neutral	12	3	3
2017-07-30	neutral	neutral	objective	veryobjective	11	3	3
2017-07-30	neutral	neutral	objective	veryobjective	15	4	4
2017-07-30	neutral	neutral	objective	veryobjective	15	4	4
2017-07-30	neutral	neutral	objective	veryobjective	24	6	6
2017-07-30	neutral	neutral	objective	veryobjective	30	8	8
2017-07-30	positive	positive	neutral	neutral	18	4	4
2017-07-30	positive	positive	neutral	neutral	14	3	3
2017-07-30	positive	positive	subjective	subjective	24	4	4
2017-07-30	neutral	neutral	objective	veryobjective	15	5	5
2017-07-30	positive	positive	neutral	neutral	13	3	3
2017-07-30	neutral	neutral	objective	veryobjective	24	8	8
2017-07-30	neutral	neutral	objective	veryobjective	24	8	8
2017-07-30	positive	positive	neutral	neutral	33	5	5
2017-07-30	neutral	neutral	objective	veryobjective	24	8	8
2017-07-30	positive	positive	neutral	neutral	18	4	4
2017-07-30	negative	negative	subjective	subjective	20	6	6
2017-07-30	neutral	neutral	subjective	verysubjective	30	6	6
2017-07-30	neutral	neutral	objective	veryobjective	25	8	8
2017-07-30	neutral	neutral	objective	veryobjective	18	5	5
2017-07-30	negative	negative	neutral	neutral	24	2	2
2017-07-30	neutral	neutral	objective	objective	18	5	5
2017-07-30	neutral	neutral	objective	veryobjective	24	6	6
2017-07-30	neutral	neutral	objective	objective	16	4	4
2017-07-30	neutral	neutral	objective	objective	16	4	4
2017-07-30	neutral	neutral	objective	veryobjective	14	3	3
2017-07-30	neutral	neutral	objective	veryobjective	14	3	3
2017-07-30	neutral	neutral	objective	veryobjective	18	5	5
2017-07-30	neutral	neutral	objective	veryobjective	15	5	5
2017-07-30	neutral	neutral	objective	veryobjective	14	4	4
2017-07-30	neutral	neutral	objective	veryobjective	14	4	4
2017-07-30	neutral	neutral	objective	veryobjective	16	5	5
2017-07-30	neutral	neutral	objective	veryobjective	7	1	1
2017-07-30	neutral	neutral	objective	veryobjective	18	4	4
2017-07-30	neutral	neutral	objective	veryobjective	20	5	5
2017-07-30	neutral	neutral	objective	veryobjective	17	6	6
2017-07-30	neutral	neutral	objective	veryobjective	18	4	4
2017-07-30	neutral	neutral	objective	veryobjective	14	3	3
2017-07-30	neutral	neutral	objective	veryobjective	14	4	4
2017-07-30	neutral	neutral	objective	veryobjective	15	5	5
2017-07-30	neutral	neutral	objective	veryobjective	14	3	3
2017-07-30	neutral	neutral	objective	veryobjective	14	3	3
2017-07-30	neutral	neutral	objective	veryobjective	15	5	5
2017-07-30	neutral	neutral	objective	veryobjective	14	3	3
2017-07-30	neutral	neutral	objective	veryobjective	14	3	3
2017-07-30	neutral	neutral	objective	veryobjective	15	5	5
2017-07-30	neutral	neutral	objective	veryobjective	18	5	5
2017-07-30	neutral	neutral	objective	objective	14	4	4
2017-07-30	neutral	neutral	objective	veryobjective	22	5	5
2017-07-30	neutral	neutral	objective	veryobjective	18	3	3
2017-07-30	neutral	neutral	objective	veryobjective	16	2	2
2017-07-30	neutral	neutral	objective	veryobjective	18	3	3
2017-07-30	neutral	neutral	objective	veryobjective	16	2	2
2017-07-30	neutral	neutral	objective	veryobjective	16	2	2
2017-07-30	neutral	neutral	objective	veryobjective	32	9	9
2017-07-30	neutral	neutral	objective	veryobjective	25	6	6
2017-07-30	neutral	neutral	objective	veryobjective	40	8	8
2017-07-30	neutral	neutral	objective	veryobjective	15	3	3
2017-07-30	neutral	neutral	objective	veryobjective	3	1	1
2017-07-30	positive	positive	objective	objective	23	2	2
2017-07-30	neutral	neutral	subjective	verysubjective	23	6	6
2017-07-30	neutral	neutral	subjective	verysubjective	23	6	6
2017-07-30	neutral	neutral	objective	veryobjective	2	1	1
2017-07-30	neutral	neutral	objective	veryobjective	13	2	2
2017-07-30	neutral	neutral	objective	veryobjective	17	3	3
2017-07-29	neutral	neutral	objective	veryobjective	18	6	6
2017-07-29	neutral	neutral	objective	veryobjective	21	3	3
2017-07-29	neutral	neutral	objective	veryobjective	17	4	4
2017-07-29	neutral	neutral	objective	veryobjective	18	4	4
2017-07-29	neutral	neutral	objective	veryobjective	18	4	4
2017-07-29	neutral	neutral	objective	veryobjective	18	4	4
2017-07-29	neutral	neutral	objective	veryobjective	18	4	4
2017-07-29	neutral	neutral	objective	veryobjective	14	4	4
2017-07-29	neutral	neutral	objective	veryobjective	14	4	4
2017-07-29	neutral	neutral	objective	veryobjective	17	3	3
2017-07-29	neutral	neutral	objective	objective	22	6	6
2017-07-29	neutral	neutral	objective	veryobjective	14	4	4
2017-07-29	neutral	neutral	objective	veryobjective	22	5	5
2017-07-29	neutral	neutral	objective	veryobjective	4	1	1
2017-07-29	neutral	neutral	objective	veryobjective	6	2	2
2017-07-29	neutral	neutral	objective	objective	22	7	7
2017-07-29	neutral	neutral	objective	veryobjective	18	5	5
2017-07-29	neutral	neutral	objective	veryobjective	34	9	9
2017-07-29	neutral	neutral	objective	veryobjective	16	5	5
2017-07-29	neutral	neutral	objective	objective	20	7	7
2017-07-29	neutral	neutral	objective	objective	22	7	7
2017-07-29	neutral	neutral	objective	veryobjective	19	4	4
2017-07-29	neutral	neutral	objective	veryobjective	17	8	8
2017-07-29	neutral	neutral	objective	veryobjective	16	5	5
2017-07-29	neutral	neutral	objective	veryobjective	9	5	5
2017-07-29	neutral	neutral	objective	veryobjective	41	13	13
2017-07-29	neutral	neutral	objective	veryobjective	20	3	3
2017-07-29	neutral	neutral	subjective	verysubjective	25	5	5
2017-07-29	neutral	neutral	neutral	neutral	18	3	3
2017-07-29	neutral	neutral	objective	veryobjective	37	11	11
2017-07-29	neutral	neutral	neutral	neutral	11	3	3
2017-07-29	neutral	neutral	objective	objective	15	4	4
2017-07-29	neutral	neutral	objective	veryobjective	14	2	2
2017-07-29	neutral	neutral	objective	objective	15	4	4
2017-07-29	neutral	neutral	objective	veryobjective	14	2	2
2017-07-29	neutral	neutral	subjective	verysubjective	22	7	7
2017-07-29	neutral	neutral	objective	veryobjective	30	6	6
2017-07-29	neutral	neutral	objective	veryobjective	18	4	4
2017-07-29	neutral	neutral	objective	veryobjective	18	4	4
2017-07-29	neutral	neutral	subjective	verysubjective	18	4	4
2017-07-29	neutral	neutral	neutral	neutral	24	3	3
2017-07-29	neutral	neutral	objective	veryobjective	29	8	8
2017-07-29	neutral	neutral	objective	veryobjective	4	2	2
2017-07-29	neutral	neutral	objective	veryobjective	18	3	3
2017-07-29	neutral	neutral	objective	veryobjective	13	4	4
2017-07-29	neutral	neutral	objective	veryobjective	18	3	3
2017-07-29	neutral	neutral	objective	veryobjective	13	4	4
2017-07-29	neutral	neutral	objective	veryobjective	13	4	4
2017-07-29	neutral	neutral	objective	veryobjective	11	4	4
2017-07-29	neutral	neutral	objective	veryobjective	23	3	3
2017-07-29	neutral	neutral	objective	veryobjective	13	3	3
2017-07-29	neutral	neutral	objective	veryobjective	13	3	3
2017-07-29	neutral	neutral	objective	veryobjective	15	4	4
2017-07-29	neutral	neutral	objective	veryobjective	16	2	2
2017-07-29	neutral	neutral	objective	veryobjective	14	2	2
2017-07-29	neutral	neutral	objective	veryobjective	16	2	2
2017-07-29	neutral	neutral	objective	veryobjective	14	2	2
2017-07-29	neutral	neutral	subjective	subjective	23	5	5
2017-07-29	neutral	neutral	objective	objective	14	4	4
2017-07-29	neutral	neutral	objective	objective	14	4	4
2017-07-29	neutral	neutral	objective	veryobjective	16	5	5
2017-07-29	positive	positive	neutral	neutral	14	4	4
2017-07-29	neutral	neutral	subjective	verysubjective	22	7	7
2017-07-29	neutral	neutral	neutral	neutral	18	3	3
2017-07-29	neutral	neutral	objective	veryobjective	15	5	5
2017-07-29	neutral	neutral	objective	veryobjective	15	5	5
2017-07-29	neutral	neutral	objective	veryobjective	17	4	4
2017-07-29	neutral	neutral	objective	veryobjective	27	9	9
2017-07-29	neutral	neutral	objective	veryobjective	16	3	3
2017-07-29	neutral	neutral	objective	veryobjective	16	5	5
2017-07-29	neutral	neutral	objective	veryobjective	16	5	5
2017-07-29	neutral	neutral	objective	veryobjective	9	2	2
2017-07-29	neutral	neutral	objective	veryobjective	7	3	3
2017-07-29	neutral	neutral	objective	veryobjective	15	3	3
2017-07-29	neutral	neutral	objective	veryobjective	15	5	5
2017-07-29	neutral	neutral	objective	veryobjective	15	5	5
2017-07-29	neutral	neutral	objective	veryobjective	17	3	3
2017-07-29	neutral	neutral	neutral	neutral	21	5	5
2017-07-29	neutral	neutral	objective	veryobjective	19	6	6
2017-07-29	neutral	neutral	objective	veryobjective	23	6	6
2017-07-28	neutral	neutral	objective	veryobjective	27	8	8
2017-07-28	neutral	neutral	objective	veryobjective	30	9	9
2017-07-28	neutral	neutral	objective	veryobjective	21	6	6
2017-07-28	neutral	neutral	objective	veryobjective	15	4	4
2017-07-28	neutral	neutral	objective	veryobjective	15	4	4
2017-07-28	neutral	neutral	objective	veryobjective	21	5	5
2017-07-28	neutral	neutral	objective	veryobjective	15	4	4
2017-07-28	neutral	neutral	objective	veryobjective	15	4	4
2017-07-28	neutral	neutral	objective	veryobjective	15	4	4
2017-07-28	neutral	neutral	objective	veryobjective	19	4	4
2017-07-28	neutral	neutral	objective	veryobjective	17	4	4
2017-07-28	neutral	neutral	objective	veryobjective	10	2	2
2017-07-28	neutral	neutral	objective	veryobjective	8	3	3
2017-07-28	neutral	neutral	objective	veryobjective	11	4	4
2017-07-28	neutral	neutral	objective	veryobjective	17	3	3
2017-07-28	neutral	neutral	objective	veryobjective	7	2	2
2017-07-28	neutral	neutral	objective	veryobjective	22	6	6
2017-07-28	neutral	neutral	objective	veryobjective	19	4	4
2017-07-28	neutral	neutral	objective	veryobjective	17	6	6
2017-07-28	neutral	neutral	objective	veryobjective	14	3	3
2017-07-28	neutral	neutral	subjective	subjective	17	4	4
2017-07-28	neutral	neutral	objective	veryobjective	25	7	7
2017-07-28	neutral	neutral	objective	veryobjective	14	3	3
2017-07-28	neutral	neutral	objective	veryobjective	15	5	5
2017-07-28	neutral	neutral	objective	veryobjective	15	5	5
2017-07-28	neutral	neutral	objective	veryobjective	13	2	2
2017-07-28	neutral	neutral	objective	veryobjective	14	4	4
2017-07-28	neutral	neutral	neutral	neutral	19	3	3
2017-07-28	neutral	neutral	objective	veryobjective	15	5	5
2017-07-28	neutral	neutral	objective	veryobjective	14	3	3
2017-07-28	neutral	neutral	objective	veryobjective	14	3	3
2017-07-28	neutral	neutral	objective	veryobjective	14	3	3
2017-07-28	neutral	neutral	objective	veryobjective	12	3	3
2017-07-28	neutral	neutral	objective	veryobjective	18	4	4
2017-07-28	neutral	neutral	objective	veryobjective	15	5	5
2017-07-28	neutral	neutral	objective	veryobjective	14	3	3
2017-07-28	neutral	neutral	objective	veryobjective	12	3	3
2017-07-28	neutral	neutral	objective	veryobjective	14	3	3
2017-07-28	neutral	neutral	objective	veryobjective	15	5	5
2017-07-28	positive	positive	subjective	verysubjective	48	12	12
2017-07-28	neutral	neutral	objective	veryobjective	8	2	2
2017-07-28	neutral	neutral	objective	veryobjective	32	11	11
2017-07-28	neutral	neutral	objective	veryobjective	24	5	5
2017-07-28	neutral	neutral	objective	veryobjective	18	7	7
2017-07-28	neutral	neutral	neutral	neutral	17	5	5
2017-07-28	positive	positive	subjective	verysubjective	17	3	3
2017-07-28	neutral	neutral	objective	veryobjective	10	2	2
2017-07-28	neutral	neutral	neutral	neutral	19	2	2
2017-07-28	neutral	neutral	objective	objective	27	4	4
2017-07-28	neutral	neutral	objective	veryobjective	11	0	0
2017-07-28	negative	negative	neutral	neutral	25	2	2
2017-07-28	neutral	neutral	objective	veryobjective	10	2	2
2017-07-28	neutral	neutral	objective	veryobjective	10	1	1
2017-07-28	neutral	neutral	objective	objective	15	4	4
2017-07-28	neutral	neutral	objective	objective	15	4	4
2017-07-28	neutral	neutral	objective	objective	15	5	5
2017-07-28	neutral	neutral	objective	veryobjective	22	4	4
2017-07-28	neutral	neutral	objective	veryobjective	35	7	7
2017-07-28	neutral	neutral	objective	veryobjective	16	3	3
2017-07-28	neutral	neutral	objective	veryobjective	18	3	3
2017-07-28	neutral	neutral	objective	veryobjective	13	2	2
2017-07-28	neutral	neutral	objective	veryobjective	21	8	8
2017-07-28	positive	positive	subjective	subjective	26	7	7
2017-07-28	neutral	neutral	objective	veryobjective	20	2	2
2017-07-28	neutral	neutral	neutral	neutral	19	6	6
2017-07-28	neutral	neutral	objective	objective	30	7	7
2017-07-28	neutral	neutral	objective	veryobjective	14	2	2
2017-07-28	neutral	neutral	objective	veryobjective	14	2	2
2017-07-28	positive	positive	subjective	subjective	27	5	5
2017-07-28	neutral	neutral	objective	veryobjective	24	6	6
2017-07-28	neutral	neutral	objective	veryobjective	16	3	3
2017-07-28	neutral	neutral	objective	veryobjective	22	5	5
2017-07-28	neutral	neutral	objective	veryobjective	8	3	3
2017-07-28	neutral	neutral	objective	veryobjective	17	2	2
2017-07-28	neutral	neutral	objective	veryobjective	22	5	5
2017-07-28	neutral	neutral	objective	veryobjective	24	3	3
2017-07-28	neutral	neutral	objective	veryobjective	39	9	9
2017-07-28	neutral	neutral	objective	veryobjective	17	2	2
2017-07-28	neutral	neutral	objective	veryobjective	14	4	4
2017-07-28	neutral	neutral	objective	veryobjective	15	6	6
2017-07-28	positive	positive	subjective	subjective	29	3	3
2017-07-28	neutral	neutral	objective	veryobjective	15	5	5
2017-07-28	neutral	neutral	objective	veryobjective	17	3	3
2017-07-28	neutral	neutral	objective	veryobjective	18	3	3
2017-07-28	neutral	neutral	objective	veryobjective	25	4	4
2017-07-28	positive	positive	objective	objective	15	4	4
2017-07-28	neutral	neutral	objective	veryobjective	15	5	5
2017-07-28	neutral	neutral	objective	veryobjective	13	4	4
2017-07-28	neutral	neutral	objective	objective	17	1	1
2017-07-28	neutral	neutral	objective	veryobjective	14	4	4
2017-07-28	neutral	neutral	objective	veryobjective	14	3	3
2017-07-28	neutral	neutral	objective	veryobjective	26	5	5
2017-07-28	neutral	neutral	objective	objective	34	6	6
2017-07-28	positive	positive	objective	objective	11	3	3
2017-07-28	neutral	neutral	objective	veryobjective	8	3	3
2017-07-28	neutral	neutral	objective	veryobjective	10	3	3
2017-07-28	neutral	neutral	neutral	neutral	14	4	4
2017-07-28	neutral	neutral	objective	veryobjective	8	2	2
2017-07-27	neutral	neutral	neutral	neutral	15	3	3
2017-07-27	negative	negative	neutral	neutral	19	4	4
2017-07-27	positive	positive	objective	objective	22	5	5
2017-07-27	neutral	neutral	objective	veryobjective	21	6	6
2017-07-27	neutral	neutral	objective	veryobjective	20	4	4
2017-07-27	neutral	neutral	objective	veryobjective	19	4	4
2017-07-27	neutral	neutral	objective	veryobjective	4	1	1
2017-07-27	neutral	neutral	objective	veryobjective	14	3	3
2017-07-27	neutral	neutral	objective	veryobjective	15	5	5
2017-07-27	neutral	neutral	objective	veryobjective	14	3	3
2017-07-27	neutral	neutral	neutral	neutral	14	4	4
2017-07-27	neutral	neutral	objective	veryobjective	19	2	2
2017-07-27	neutral	neutral	objective	veryobjective	20	2	2
2017-07-27	neutral	neutral	objective	veryobjective	20	5	5
2017-07-27	neutral	neutral	objective	veryobjective	14	3	3
2017-07-27	neutral	neutral	objective	veryobjective	13	3	3
2017-07-27	neutral	neutral	objective	veryobjective	19	3	3
2017-07-27	positive	positive	subjective	verysubjective	13	3	3
2017-07-27	neutral	neutral	objective	objective	15	4	4
2017-07-27	neutral	neutral	objective	veryobjective	14	3	3
2017-07-27	neutral	neutral	objective	veryobjective	35	4	4
2017-07-27	positive	positive	objective	objective	17	6	6
2017-07-27	neutral	neutral	objective	veryobjective	14	3	3
2017-07-27	neutral	neutral	objective	veryobjective	19	4	4
2017-07-27	neutral	neutral	objective	veryobjective	17	3	3
2017-07-27	neutral	neutral	objective	veryobjective	14	4	4
2017-07-27	neutral	neutral	objective	veryobjective	13	3	3
2017-07-27	neutral	neutral	objective	veryobjective	13	3	3
2017-07-27	neutral	neutral	objective	veryobjective	14	4	4
2017-07-27	neutral	neutral	objective	veryobjective	19	4	4
2017-07-27	neutral	neutral	objective	veryobjective	16	2	2
2017-07-27	neutral	neutral	objective	veryobjective	19	4	4
2017-07-27	neutral	neutral	objective	veryobjective	16	4	4
2017-07-27	neutral	neutral	objective	veryobjective	19	4	4
2017-07-27	neutral	neutral	objective	veryobjective	16	3	3
2017-07-27	neutral	neutral	objective	veryobjective	19	4	4
2017-07-27	neutral	neutral	objective	veryobjective	16	2	2
2017-07-27	neutral	neutral	objective	veryobjective	19	5	5
2017-07-27	neutral	neutral	objective	veryobjective	20	3	3
2017-07-27	neutral	neutral	objective	veryobjective	8	3	3
2017-07-27	neutral	neutral	objective	veryobjective	8	3	3
2017-07-27	positive	positive	neutral	neutral	22	4	4
2017-07-27	positive	positive	neutral	neutral	20	5	5
2017-07-27	positive	positive	objective	objective	31	11	11
2017-07-27	positive	positive	objective	objective	25	6	6
2017-07-27	neutral	neutral	objective	veryobjective	20	5	5
2017-07-27	neutral	neutral	objective	objective	19	5	5
2017-07-27	negative	negative	objective	objective	19	5	5
2017-07-27	negative	negative	objective	objective	19	5	5
2017-07-27	neutral	neutral	objective	veryobjective	20	5	5
2017-07-27	positive	positive	neutral	neutral	14	2	2
2017-07-27	positive	positive	objective	objective	13	2	2
2017-07-27	neutral	neutral	objective	veryobjective	15	3	3
2017-07-27	neutral	neutral	objective	veryobjective	6	1	1
2017-07-27	neutral	neutral	objective	veryobjective	12	2	2
2017-07-27	neutral	neutral	neutral	neutral	28	8	8
2017-07-27	neutral	neutral	neutral	neutral	20	3	3
2017-07-27	neutral	neutral	objective	objective	22	3	3
2017-07-27	neutral	neutral	objective	veryobjective	8	2	2
2017-07-27	negative	negative	subjective	subjective	18	0	0
2017-07-27	neutral	neutral	objective	veryobjective	9	1	1
2017-07-27	positive	positive	subjective	subjective	19	1	1
2017-07-27	neutral	neutral	objective	veryobjective	4	1	1
2017-07-27	neutral	neutral	objective	objective	21	4	4
2017-07-27	neutral	neutral	objective	veryobjective	16	5	5
2017-07-27	positive	positive	subjective	subjective	14	6	6
2017-07-27	positive	positive	subjective	subjective	11	5	5
2017-07-27	positive	positive	subjective	subjective	26	7	7
2017-07-27	positive	positive	subjective	subjective	26	7	7
2017-07-27	neutral	neutral	objective	veryobjective	22	6	6
2017-07-27	neutral	neutral	objective	veryobjective	11	2	2
2017-07-27	neutral	neutral	objective	veryobjective	11	2	2
2017-07-27	neutral	neutral	objective	veryobjective	15	4	4
2017-07-27	neutral	neutral	objective	veryobjective	13	2	2
2017-07-27	neutral	neutral	objective	veryobjective	25	4	4
2017-07-27	neutral	neutral	objective	veryobjective	14	4	4
2017-07-27	neutral	neutral	objective	veryobjective	20	3	3
2017-07-27	positive	verypositive	subjective	subjective	22	3	3
2017-07-27	neutral	neutral	objective	veryobjective	15	2	2
2017-07-27	neutral	neutral	objective	veryobjective	22	3	3
2017-07-27	negative	negative	subjective	subjective	29	5	5
2017-07-27	neutral	neutral	objective	veryobjective	16	4	4
2017-07-27	neutral	neutral	objective	veryobjective	19	6	6
2017-07-27	positive	positive	neutral	neutral	23	5	5
2017-07-27	positive	positive	neutral	neutral	21	3	3
2017-07-27	neutral	neutral	objective	veryobjective	16	5	5
2017-07-27	neutral	neutral	objective	veryobjective	14	3	3
2017-07-27	neutral	neutral	objective	veryobjective	17	7	7
2017-07-27	neutral	neutral	objective	veryobjective	14	3	3
2017-07-27	positive	positive	subjective	subjective	17	5	5
2017-07-27	positive	positive	subjective	subjective	27	7	7
2017-07-27	neutral	neutral	objective	veryobjective	12	1	1
2017-07-27	neutral	neutral	objective	veryobjective	8	1	1
2017-07-27	neutral	neutral	subjective	verysubjective	34	8	8
2017-07-27	neutral	neutral	objective	veryobjective	12	5	5
2017-07-27	neutral	neutral	objective	veryobjective	27	6	6
2017-07-27	neutral	neutral	objective	veryobjective	17	4	4
2017-07-27	positive	positive	neutral	neutral	25	8	8
2017-07-27	neutral	neutral	objective	veryobjective	16	4	4
2017-07-27	neutral	neutral	objective	veryobjective	16	4	4
2017-07-27	neutral	neutral	objective	veryobjective	16	4	4
2017-07-27	neutral	neutral	objective	veryobjective	14	4	4
2017-07-27	positive	positive	neutral	neutral	15	4	4
2017-07-27	neutral	neutral	objective	veryobjective	14	3	3
2017-07-27	neutral	neutral	objective	veryobjective	15	4	4
2017-07-27	neutral	neutral	objective	veryobjective	14	3	3
2017-07-27	neutral	neutral	objective	veryobjective	15	4	4
2017-07-27	neutral	neutral	objective	veryobjective	16	4	4
2017-07-27	neutral	neutral	objective	veryobjective	14	3	3
2017-07-27	neutral	neutral	objective	veryobjective	15	4	4
2017-07-27	neutral	neutral	objective	veryobjective	16	4	4
2017-07-27	neutral	neutral	objective	veryobjective	17	5	5
2017-07-27	neutral	neutral	objective	veryobjective	15	4	4
2017-07-27	positive	positive	neutral	neutral	15	4	4
2017-07-27	neutral	neutral	objective	veryobjective	15	4	4
2017-07-27	neutral	neutral	objective	objective	19	7	7
2017-07-27	neutral	neutral	objective	objective	22	5	5
2017-07-27	neutral	neutral	objective	veryobjective	29	5	5
2017-07-27	neutral	neutral	objective	veryobjective	15	4	4
2017-07-27	positive	positive	subjective	subjective	24	6	6
2017-07-27	neutral	neutral	objective	objective	18	5	5
2017-07-27	neutral	neutral	objective	veryobjective	21	6	6
2017-07-26	neutral	neutral	objective	veryobjective	12	4	4
2017-07-26	neutral	neutral	objective	veryobjective	5	3	3
2017-07-26	neutral	neutral	objective	veryobjective	32	2	2
2017-07-26	neutral	neutral	objective	veryobjective	32	3	3
2017-07-26	positive	positive	neutral	neutral	15	5	5
2017-07-26	neutral	neutral	objective	veryobjective	25	6	6
2017-07-26	neutral	neutral	objective	veryobjective	25	5	5
2017-07-26	positive	positive	neutral	neutral	15	6	6
2017-07-26	neutral	neutral	objective	veryobjective	15	4	4
2017-07-26	neutral	neutral	objective	veryobjective	12	2	2
2017-07-26	neutral	neutral	objective	veryobjective	12	2	2
2017-07-26	neutral	neutral	objective	objective	15	5	5
2017-07-26	neutral	neutral	objective	veryobjective	9	2	2
2017-07-26	neutral	neutral	objective	veryobjective	32	9	9
2017-07-26	positive	positive	neutral	neutral	15	6	6
2017-07-26	neutral	neutral	objective	veryobjective	16	2	2
2017-07-26	positive	positive	neutral	neutral	15	5	5
